name,module,path,p1Path,p2Path,module_type
M00935  Methanofuran biosynthesis [PATH:map00680 map01240 map01100],M00935 ,map00680 map01240 map01100,Methane metabolism,Biosynthesis of other secondary metabolites,pathway
"M00422  Acetyl-CoA pathway, CO2 => acetyl-CoA [PATH:map00680 map01200 map01100 map01120]",M00422 ,map00680 map01200 map01100 map01120,Methane metabolism,Biosynthesis of other secondary metabolites,pathway
"M00175  Nitrogen fixation, nitrogen => ammonia [PATH:map00910 map01100 map01120]",M00175 ,map00910 map01100 map01120,Nitrogen metabolism,Biosynthesis of other secondary metabolites,pathway
"M00531  Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910 map01100 map01120]",M00531 ,map00910 map01100 map01120,Nitrogen metabolism,Biosynthesis of other secondary metabolites,pathway
"M00530  Dissimilatory nitrate reduction, nitrate => ammonia [PATH:map00910 map01100 map01120]",M00530 ,map00910 map01100 map01120,Nitrogen metabolism,Biosynthesis of other secondary metabolites,pathway
"M00529  Denitrification, nitrate => nitrogen [PATH:map00910 map01100 map01120]",M00529 ,map00910 map01100 map01120,Nitrogen metabolism,Biosynthesis of other secondary metabolites,pathway
"M00528  Nitrification, ammonia => nitrite [PATH:map00910 map01100 map01120]",M00528 ,map00910 map01100 map01120,Nitrogen metabolism,Biosynthesis of other secondary metabolites,pathway
"M00804  Complete nitrification, comammox, ammonia => nitrite => nitrate [PATH:map00910 map01100 map01120]",M00804 ,map00910 map01100 map01120,Nitrogen metabolism,Biosynthesis of other secondary metabolites,pathway
"M00176  Assimilatory sulfate reduction, sulfate => H2S [PATH:map00920 map01100 map01120]",M00176 ,map00920 map01100 map01120,Sulfur metabolism,Biosynthesis of other secondary metabolites,pathway
"M00596  Dissimilatory sulfate reduction, sulfate => H2S [PATH:map00920 map01100 map01120]",M00596 ,map00920 map01100 map01120,Sulfur metabolism,Biosynthesis of other secondary metabolites,pathway
"M00595  Thiosulfate oxidation by SOX complex, thiosulfate => sulfate [PATH:map00920 map01100 map01120]",M00595 ,map00920 map01100 map01120,Sulfur metabolism,Biosynthesis of other secondary metabolites,pathway
M00161  Photosystem II [PATH:map00195],M00161 ,map00195,Photosynthesis,Biosynthesis of other secondary metabolites,pathway
M00163  Photosystem I [PATH:map00195],M00163 ,map00195,Photosynthesis,Biosynthesis of other secondary metabolites,pathway
M00597  Anoxygenic photosystem II,M00597 ,NA,Photosynthesis,Biosynthesis of other secondary metabolites,pathway
M00598  Anoxygenic photosystem I,M00598 ,NA,Photosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00144  NADH:quinone oxidoreductase, prokaryotes [PATH:map00190]",M00144 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00145  NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria [PATH:map00190]",M00145 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00142  NADH:ubiquinone oxidoreductase, mitochondria [PATH:map00190]",M00142 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00143  NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria [PATH:map00190]",M00143 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00146  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex [PATH:map00190],M00146 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00147  NADH dehydrogenase (ubiquinone) 1 beta subcomplex [PATH:map00190],M00147 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00149  Succinate dehydrogenase, prokaryotes [PATH:map00190]",M00149 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00150  Fumarate reductase, prokaryotes [PATH:map00190]",M00150 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00148  Succinate dehydrogenase (ubiquinone) [PATH:map00190],M00148 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00162  Cytochrome b6f complex [PATH:map00195],M00162 ,map00195,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00151  Cytochrome bc1 complex respiratory unit [PATH:map00190],M00151 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00152  Cytochrome bc1 complex [PATH:map00190],M00152 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00154  Cytochrome c oxidase [PATH:map00190],M00154 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00155  Cytochrome c oxidase, prokaryotes [PATH:map00190]",M00155 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00153  Cytochrome bd ubiquinol oxidase [PATH:map00190],M00153 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00417  Cytochrome o ubiquinol oxidase [PATH:map00190],M00417 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
M00416  Cytochrome aa3-600 menaquinol oxidase [PATH:map00190],M00416 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00156  Cytochrome c oxidase, cbb3-type [PATH:map00190]",M00156 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00157  F-type ATPase, prokaryotes and chloroplasts [PATH:map00190 map00195]",M00157 ,map00190 map00195,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00158  F-type ATPase, eukaryotes [PATH:map00190]",M00158 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00159  V-type ATPase, prokaryotes [PATH:map00190]",M00159 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00160  V-type ATPase, eukaryotes [PATH:map00190]",M00160 ,map00190,ATP synthesis,Biosynthesis of other secondary metabolites,pathway
"M00082  Fatty acid biosynthesis, initiation [PATH:map00061 map01212 map01100]",M00082 ,map00061 map01212 map01100,Fatty acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00083  Fatty acid biosynthesis, elongation [PATH:map00061 map01212 map01100]",M00083 ,map00061 map01212 map01100,Fatty acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00873  Fatty acid biosynthesis in mitochondria, animals [PATH:map00061 map01212 map01100]",M00873 ,map00061 map01212 map01100,Fatty acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00874  Fatty acid biosynthesis in mitochondria, fungi [PATH:map00061 map01212 map01100]",M00874 ,map00061 map01212 map01100,Fatty acid metabolism,Biosynthesis of other secondary metabolites,pathway
M00085  Fatty acid elongation in mitochondria [PATH:map00062 map01212 map01100],M00085 ,map00062 map01212 map01100,Fatty acid metabolism,Biosynthesis of other secondary metabolites,pathway
M00415  Fatty acid elongation in endoplasmic reticulum [PATH:map00062 map01040 map01212 map01100],M00415 ,map00062 map01040 map01212 map01100,Fatty acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00086  beta-Oxidation, acyl-CoA synthesis [PATH:map00061 map00071 map01212 map01100]",M00086 ,map00061 map00071 map01212 map01100,Fatty acid metabolism,Biosynthesis of other secondary metabolites,pathway
M00087  beta-Oxidation [PATH:map00071 map01212 map01100],M00087 ,map00071 map01212 map01100,Fatty acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00861  beta-Oxidation, peroxisome, VLCFA [PATH:map01040 map01212 map01100]",M00861 ,map01040 map01212 map01100,Fatty acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00101  Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol [PATH:map00100 map01100]",M00101 ,map00100 map01100,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00102  Ergocalciferol biosynthesis, squalene 2,3-epoxide => ergosterol/ergocalciferol [PATH:map00100 map01100 map01110]",M00102 ,map00100 map01100 map01110,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00917  Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol [PATH:map00100 map01100 map01110]",M00917 ,map00100 map01100 map01110,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
M00103  Cholecalciferol biosynthesis [PATH:map00100 map01100],M00103 ,map00100 map01100,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00104  Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate [PATH:map00120 map01100]",M00104 ,map00120 map01100,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00106  Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate [PATH:map00120 map01100]",M00106 ,map00120 map01100,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00862  beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA [PATH:map00120 map01100]",M00862 ,map00120 map01100,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00107  Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone [PATH:map00140 map01100]",M00107 ,map00140 map01100,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00108  C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone [PATH:map00140 map01100]",M00108 ,map00140 map01100,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00109  C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone [PATH:map00140 map01100]",M00109 ,map00140 map01100,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00110  C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone [PATH:map00140 map01100]",M00110 ,map00140 map01100,Sterol biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00088  Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone [PATH:map00650 map01100]",M00088 ,map00650 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
M00089  Triacylglycerol biosynthesis [PATH:map00561 map01100],M00089 ,map00561 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
M00098  Acylglycerol degradation [PATH:map00561 map01100],M00098 ,map00561 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00090  Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564 map01100]",M00090 ,map00564 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00091  Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564 map01100]",M00091 ,map00564 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00092  Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564 map01100]",M00092 ,map00564 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00093  Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564 map01100]",M00093 ,map00564 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
M00094  Ceramide biosynthesis [PATH:map00600 map01100],M00094 ,map00600 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
M00066  Lactosylceramide biosynthesis [PATH:map00600 map01100],M00066 ,map00600 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00067  Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid [PATH:map00600 map00565 map01100]",M00067 ,map00600 map00565 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
M00099  Sphingosine biosynthesis [PATH:map00600 map01100],M00099 ,map00600 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
M00100  Sphingosine degradation [PATH:map00600 map01100],M00100 ,map00600 map01100,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
M00113  Jasmonic acid biosynthesis [PATH:map00592 map01100 map01110],M00113 ,map00592 map01100 map01110,Lipid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00048  Inosine monophosphate biosynthesis, PRPP + glutamine => IMP [PATH:map00230 map01100]",M00048 ,map00230 map01100,Purine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00049  Adenine ribonucleotide biosynthesis, IMP => ADP,ATP [PATH:map00230 map01240 map01100]",M00049 ,map00230 map01240 map01100,Purine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00050  Guanine ribonucleotide biosynthesis, IMP => GDP,GTP [PATH:map00230 map01100]",M00050 ,map00230 map01100,Purine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00546  Purine degradation, xanthine => urea [PATH:map00230 map01100]",M00546 ,map00230 map01100,Purine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00051  Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP [PATH:map00240 map01240 map01100]",M00051 ,map00240 map01240 map01100,Pyrimidine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00052  Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240 map01240 map01100]",M00052 ,map00240 map01240 map01100,Pyrimidine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00053  Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP [PATH:map00240 map01100]",M00053 ,map00240 map01100,Pyrimidine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00938  Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP [PATH:map00240 map01100]",M00938 ,map00240 map01100,Pyrimidine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00046  Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240 map01100]",M00046 ,map00240 map01100,Pyrimidine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00939  Pyrimidine degradation, uracil => 3-hydroxypropanoate [PATH:map00240 map01100]",M00939 ,map00240 map01100,Pyrimidine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00020  Serine biosynthesis, glycerate-3P => serine [PATH:map00260 map00680 map01200 map01230 map01100]",M00020 ,map00260 map00680 map01200 map01230 map01100,Serine and threonine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00018  Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map00260 map01230 map01100 map01110]",M00018 ,map00260 map01230 map01100 map01110,Serine and threonine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00555  Betaine biosynthesis, choline => betaine [PATH:map00260 map01100]",M00555 ,map00260 map01100,Serine and threonine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00033  Ectoine biosynthesis, aspartate => ectoine [PATH:map00260 map01210 map01230 map01100 map01120]",M00033 ,map00260 map01210 map01230 map01100 map01120,Serine and threonine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00919  Ectoine degradation, ectoine => aspartate [PATH:map00260 map01100 map01120]",M00919 ,map00260 map01100 map01120,Serine and threonine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00021  Cysteine biosynthesis, serine => cysteine [PATH:map00270 map00920 map01200 map01230 map01100 map01110]",M00021 ,map00270 map00920 map01200 map01230 map01100 map01110,Cysteine and methionine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00338  Cysteine biosynthesis, homocysteine + serine => cysteine [PATH:map00260 map00270 map01230 map01100]",M00338 ,map00260 map00270 map01230 map01100,Cysteine and methionine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00609  Cysteine biosynthesis, methionine => cysteine [PATH:map00270 map01230 map01100]",M00609 ,map00270 map01230 map01100,Cysteine and methionine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00017  Methionine biosynthesis, apartate => homoserine => methionine [PATH:map00270 map01230 map01100]",M00017 ,map00270 map01230 map01100,Cysteine and methionine metabolism,Biosynthesis of other secondary metabolites,pathway
M00034  Methionine salvage pathway [PATH:map00270 map01100],M00034 ,map00270 map01100,Cysteine and methionine metabolism,Biosynthesis of other secondary metabolites,pathway
M00035  Methionine degradation [PATH:map00270 map01100],M00035 ,map00270 map01100,Cysteine and methionine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00368  Ethylene biosynthesis, methionine => ethylene [PATH:map00270 map01100 map01110]",M00368 ,map00270 map01100 map01110,Cysteine and methionine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00019  Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map00290 map00770 map01210 map01230 map01100 map01110]",M00019 ,map00290 map00770 map01210 map01230 map01100 map01110,Branched-chain amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00535  Isoleucine biosynthesis, pyruvate => 2-oxobutanoate [PATH:map00290 map00660 map01210 map01230 map01100]",M00535 ,map00290 map00660 map01210 map01230 map01100,Branched-chain amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00570  Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine [PATH:map00290 map01230 map01100]",M00570 ,map00290 map01230 map01100,Branched-chain amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00432  Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map00290 map01210 map01230 map01100 map01110]",M00432 ,map00290 map01210 map01230 map01100 map01110,Branched-chain amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00036  Leucine degradation, leucine => acetoacetate + acetyl-CoA [PATH:map00280 map01100]",M00036 ,map00280 map01100,Branched-chain amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00016  Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine [PATH:map00300 map01230 map01100]",M00016 ,map00300 map01230 map01100,Lysine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00525  Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine [PATH:map00300 map01230 map01100]",M00525 ,map00300 map01230 map01100,Lysine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00526  Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine [PATH:map00300 map01230 map01100]",M00526 ,map00300 map01230 map01100,Lysine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00527  Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map00300 map01230 map01100 map01110]",M00527 ,map00300 map01230 map01100 map01110,Lysine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00030  Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine [PATH:map00300 map01230 map01100]",M00030 ,map00300 map01230 map01100,Lysine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00433  Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate [PATH:map00300 map01210 map01230 map01100]",M00433 ,map00300 map01210 map01230 map01100,Lysine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00031  Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine [PATH:map00300 map01210 map01230 map01100]",M00031 ,map00300 map01210 map01230 map01100,Lysine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00032  Lysine degradation, lysine => saccharopine => acetoacetyl-CoA [PATH:map00310 map01100]",M00032 ,map00310 map01100,Lysine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00028  Ornithine biosynthesis, glutamate => ornithine [PATH:map00220 map01210 map01230 map01100]",M00028 ,map00220 map01210 map01230 map01100,Arginine and proline metabolism,Biosynthesis of other secondary metabolites,pathway
"M00763  Ornithine biosynthesis, mediated by LysW, glutamate => ornithine [PATH:map00220 map01210 map01230 map01100]",M00763 ,map00220 map01210 map01230 map01100,Arginine and proline metabolism,Biosynthesis of other secondary metabolites,pathway
"M00844  Arginine biosynthesis, ornithine => arginine [PATH:map00220 map01230 map01100]",M00844 ,map00220 map01230 map01100,Arginine and proline metabolism,Biosynthesis of other secondary metabolites,pathway
"M00845  Arginine biosynthesis, glutamate => acetylcitrulline => arginine [PATH:map00220 map01230 map01100]",M00845 ,map00220 map01230 map01100,Arginine and proline metabolism,Biosynthesis of other secondary metabolites,pathway
M00029  Urea cycle [PATH:map00220 map01230 map01100],M00029 ,map00220 map01230 map01100,Arginine and proline metabolism,Biosynthesis of other secondary metabolites,pathway
"M00015  Proline biosynthesis, glutamate => proline [PATH:map00330 map01230 map01100]",M00015 ,map00330 map01230 map01100,Arginine and proline metabolism,Biosynthesis of other secondary metabolites,pathway
M00047  Creatine pathway [PATH:map00330 map01100],M00047 ,map00330 map01100,Arginine and proline metabolism,Biosynthesis of other secondary metabolites,pathway
"M00879  Arginine succinyltransferase pathway, arginine => glutamate [PATH:map00330 map01100]",M00879 ,map00330 map01100,Arginine and proline metabolism,Biosynthesis of other secondary metabolites,pathway
"M00133  Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330 map01100]",M00133 ,map00330 map01100,Polyamine biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00134  Polyamine biosynthesis, arginine => ornithine => putrescine [PATH:map00330 map01100]",M00134 ,map00330 map01100,Polyamine biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00135  GABA biosynthesis, eukaryotes, putrescine => GABA [PATH:map00330 map01100]",M00135 ,map00330 map01100,Polyamine biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00136  GABA biosynthesis, prokaryotes, putrescine => GABA [PATH:map00330 map01100]",M00136 ,map00330 map01100,Polyamine biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00026  Histidine biosynthesis, PRPP => histidine [PATH:map00340 map01230 map01100 map01110]",M00026 ,map00340 map01230 map01100 map01110,Histidine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00045  Histidine degradation, histidine => N-formiminoglutamate => glutamate [PATH:map00340 map01100]",M00045 ,map00340 map01100,Histidine metabolism,Biosynthesis of other secondary metabolites,pathway
"M00022  Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate [PATH:map00400 map01230 map01100 map01110]",M00022 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00023  Tryptophan biosynthesis, chorismate => tryptophan [PATH:map00400 map01230 map01100 map01110]",M00023 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00024  Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine [PATH:map00400 map01230 map01100 map01110]",M00024 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00910  Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine [PATH:map00400 map01230 map01100 map01110]",M00910 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00025  Tyrosine biosynthesis, chorismate => HPP => tyrosine [PATH:map00400 map01230 map01100]",M00025 ,map00400 map01230 map01100,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00040  Tyrosine biosynthesis, chorismate => arogenate => tyrosine [PATH:map00400 map01230 map01100 map01110]",M00040 ,map00400 map01230 map01100 map01110,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00042  Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline [PATH:map00350 map01100]",M00042 ,map00350 map01100,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00043  Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine [PATH:map00350 map01100]",M00043 ,map00350 map01100,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00044  Tyrosine degradation, tyrosine => homogentisate [PATH:map00350 map01100]",M00044 ,map00350 map01100,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00533  Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate [PATH:map00350 map01220 map01100 map01120]",M00533 ,map00350 map01220 map01100 map01120,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00037  Melatonin biosynthesis, animals, tryptophan => serotonin => melatonin [PATH:map00380 map01100]",M00037 ,map00380 map01100,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00936  Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin [PATH:map00380 map01100 map01110]",M00936 ,map00380 map01100 map01110,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00038  Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380 map01100]",M00038 ,map00380 map01100,Aromatic amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
M00027  GABA (gamma-Aminobutyrate) shunt [PATH:map00250 map00650 map01100],M00027 ,map00250 map00650 map01100,Other amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00369  Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map00460 map01100 map01110]",M00369 ,map00460 map01100 map01110,Other amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00118  Glutathione biosynthesis, glutamate => glutathione [PATH:map00480 map01240 map01100]",M00118 ,map00480 map01240 map01100,Other amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00947  D-Arginine racemization, D-arginine => L-arginine [PATH:map00470 map01100]",M00947 ,map00470 map01100,Other amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00948  Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate [PATH:map00470 map01100]",M00948 ,map00470 map01100,Other amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
"M00949  Staphylopine biosynthesis, L-histidine => staphylopine [PATH:map00470 map01100]",M00949 ,map00470 map01100,Other amino acid metabolism,Biosynthesis of other secondary metabolites,pathway
M00055  N-glycan precursor biosynthesis [PATH:map00510 map01100],M00055 ,map00510 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
M00072  N-glycosylation by oligosaccharyltransferase [PATH:map00510 map00513 map01100],M00072 ,map00510 map00513 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
M00073  N-glycan precursor trimming [PATH:map00510 map01100],M00073 ,map00510 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00074  N-glycan biosynthesis, high-mannose type [PATH:map00510 map00513 map01100]",M00074 ,map00510 map00513 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00075  N-glycan biosynthesis, complex type [PATH:map00510 map01100]",M00075 ,map00510 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00056  O-glycan biosynthesis, mucin type core [PATH:map00512 map01100]",M00056 ,map00512 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00872  O-glycan biosynthesis, mannose type (core M3) [PATH:map00515 map01100]",M00872 ,map00515 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00065  GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563 map01100]",M00065 ,map00563 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00070  Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer [PATH:map00601 map01100]",M00070 ,map00601 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00071  Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer [PATH:map00601 map01100]",M00071 ,map00601 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00068  Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer [PATH:map00603 map01100]",M00068 ,map00603 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00069  Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3 [PATH:map00604 map01100]",M00069 ,map00604 map01100,Glycan biosynthesis,Biosynthesis of other secondary metabolites,pathway
"M00057  Glycosaminoglycan biosynthesis, linkage tetrasaccharide [PATH:map00532 map00534 map01100]",M00057 ,map00532 map00534 map01100,Glycosaminoglycan metabolism,Biosynthesis of other secondary metabolites,pathway
